STUDENT_ID,SUBJECT_NAME,GRADE_LEVEL,LETTER_GRADE
99075,History,6,I
15271,Science,7,B+
53877,Science,7,I
168922,Mentor,,
168900,Mentor,,
177676,History,6,I
75476,Science,5,A+
59951,English,9,I
168885,Electives,8,
81459,Science,7,B+
92394,English,7,B-
63873,History,7,A+
168898,English,8,I
32252,Science,6,B-
104110,Electives,6,N/A
186078,Science,7,N/A
99077,Math,6,I
168963,English,12,I
84738,Math,8,B
66875,English,7,B+
36971,Science,9,B-
104064,English,9,B
72111,Math,7,B-
168898,Mentor,,
168896,Mentor,,
168892,Mentor,,
168904,Mentor,,
99077,History,6,I
177796,Math,7,I
177796,Math,8,I
167602,Math,8,I
186088,Science,7,N/A
131969,Science,7,I
47232,English,7,A+
164776,Science,12,I
168819,Math,7,I
27178,Science,7,B+
168949,English,12,I
47398,Math,7,A-
99083,Science,5,I
25622,Math,8,I
169001,History,12,I
99087,Math,6,I
99087,History,6,I
25650,Math,8,I
196181,Science,10,I
86241,Math,6,A-
131983,Science,7,I
90674,Electives,6,I
89657,Science,8,B-
99089,History,6,I
19546,Science,7,B
168802,Math,7,I
99859,English,8,I
90682,Electives,6,N/A
34283,Science,6,A-
82319,Mentor,,
82321,Mentor,,
53699,History,6,I
99861,English,8,I
82329,Mentor,,
26769,Science,9,I
19548,Science,7,B-
99869,English,8,I
90676,Electives,6,N/A
99095,Math,6,I
19574,Science,7,B-
90678,Electives,6,N/A
99091,Science,5,I
90680,Electives,6,N/A
130322,Electives,6,N/A
60331,English,9,I
137379,English,7,B
50903,Science,8,A-
11514,Science,7,A
65506,Science,7,A+
90650,History,6,B-
183369,Mentor,8,
99103,Math,6,I
99097,Science,5,I
99115,Science,5,I
82335,Mentor,,
99103,History,6,I
82337,Mentor,,
82339,Mentor,,
183369,Electives,8,
90608,History,6,A+
129702,Mentor,,
82345,Mentor,,
82351,Mentor,,
99117,Science,5,I
82365,Mentor,,
82367,Mentor,,
82369,Mentor,,
82373,Mentor,,
82377,Mentor,,
99133,Science,5,I
90840,Electives,6,A-
183371,Math,8,I
28269,History,9,I
90798,Electives,6,I
70975,Science,6,I
90806,Electives,6,N/A
73591,Math,9,B-
125238,Electives,6,A-
82823,English,6,B-
36977,Math,9,B-
90796,Electives,6,N/A
90834,Electives,6,N/A
63803,History,7,A
90826,Electives,6,N/A
82379,Mentor,,
99157,Science,5,I
43125,Science,5,B+
90818,Electives,6,N/A
90802,Electives,6,I
36999,Math,9,B-
43131,World Language,5,A
95822,Mentor,,
90820,Electives,6,A-
82383,Mentor,,
147697,Electives,6,N/A
82385,Mentor,,
82395,Mentor,,
82407,Mentor,,
82415,Mentor,,
90808,Electives,6,I
99159,Science,5,I
90910,Electives,6,N/A
79154,Math,9,I
99181,Science,5,I
99187,Science,5,I
189193,History,9,A-
90908,Electives,6,A+
73579,Math,9,C+
44914,English,6,I
57978,Math,8,B-
44910,Math,6,I
44912,English,6,I
82441,Mentor,,
90920,Electives,6,N/A
67770,English,9,I
193139,Science,8,I
177688,History,8,I
43177,World Language,5,B
44922,English,6,I
44924,Math,6,I
44926,Math,6,I
44928,Math,6,I
189574,Mentor,,
90912,Electives,6,I
82443,Mentor,,
54249,English,9,A
177684,Math,6,A-
138956,Electives,6,N/A
82445,Mentor,,
82451,Mentor,,
66572,History,8,A+
90904,Electives,6,I
90906,Electives,6,I
177688,Science,8,I
43177,Science,5,B+
90924,Electives,6,I
90916,Electives,6,A+
82459,Mentor,,
91018,Electives,6,A-
33356,Math,9,I
91030,Electives,6,I
148046,History,7,I
192785,Science,8,I
177684,Science,6,A
99223,Science,5,I
99225,Science,5,I
82453,Mentor,,
51106,English,6,A
32674,Math,9,I
82461,Mentor,,
82463,Mentor,,
177688,Math,8,I
91032,Electives,6,A
91038,Electives,6,N/A
91020,Electives,6,B-
82467,Mentor,,
91028,Electives,6,A-
82469,Mentor,,
91022,Electives,6,N/A
139063,English,7,A-
91024,Electives,6,N/A
32678,Math,9,I
99221,History,6,I
11854,History,7,I
91026,Electives,6,N/A
99235,English,7,I
143166,Math,10,I
90832,History,6,B
49687,World Language,9,A-
51134,History,6,A
48769,World Language,10,C-
148133,History,7,I
117492,History,6,I
49665,World Language,10,N/A
99907,World Language,9,I
143388,Math,11,I
49665,History,9,A
49671,History,9,A-
67770,History,9,I
99237,Math,6,I
91126,Electives,6,I
49699,History,9,A-
49693,History,9,B
49693,World Language,10,B-
34616,Science,6,I
49087,Science,10,C-
91124,Electives,6,B+
99255,History,6,I
33607,English,6,A
91128,Electives,6,A+
99255,Math,6,I
34654,Science,6,N/A
94873,English,7,I
49697,History,9,B
34720,History,6,I
49703,World Language,10,B+
34772,History,6,I
34774,History,6,I
168806,Math,7,I
49709,History,9,A-
183010,English,9,I
183010,Mentor,,
91132,Electives,6,A+
91130,Electives,6,N/A
99257,Science,5,I
91138,Electives,6,N/A
90932,History,6,I
47136,History,7,A
91134,Electives,6,I
91140,Electives,6,I
99271,History,6,I
99271,Math,6,I
99275,Math,6,I
91272,Electives,6,B+
99281,History,6,I
91264,Electives,6,A
86295,Math,6,B
91246,Electives,6,N/A
34147,English,6,A+
34664,Science,6,I
155471,History,7,I
91262,Electives,6,N/A
81224,Math,6,I
99283,Math,6,I
81252,History,6,I
91244,Electives,6,N/A
34363,History,6,I
86313,Math,6,B+
91256,Electives,6,N/A
91248,Electives,6,I
86353,Science,6,B
33627,English,6,A+
91266,Electives,6,N/A
133734,Electives,6,N/A
81270,English,6,I
34666,Science,6,I
192783,Science,8,I
91268,Electives,6,N/A
49927,English,8,I
91252,Electives,6,I
99283,History,6,I
81270,History,6,I
137653,History,8,A-
66875,History,7,A-
50367,English,8,A+
51169,English,12,I
91362,Electives,6,N/A
35562,Electives,9,A-
35329,History,6,A-
51225,English,9,A
132878,Science,9,A
99287,Math,6,I
7680,History,9,I
190924,English,7,I
99297,Math,6,I
91352,Electives,6,N/A
99301,Science,5,I
50383,English,8,A-
50135,English,8,I
50153,Science,8,B+
99309,Science,5,I
99477,English,7,I
91498,Electives,6,A-
57704,English,7,B-
91482,Electives,6,I
91484,Electives,6,N/A
58200,History,7,C+
82471,Mentor,,
91486,Electives,6,N/A
82473,Mentor,,
171554,Science,10,I
57576,English,7,C
57680,History,7,A-
82475,Mentor,,
99331,English,7,I
57424,English,7,B+
91490,Electives,6,I
99489,Math,6,I
54325,Electives,9,C+
99377,English,7,I
50715,English,8,I
11658,Science,7,I
11902,Science,7,C
91492,Electives,6,N/A
91494,Electives,6,B
100019,Mentor,,
100027,Mentor,,
100037,Mentor,,
100049,Mentor,,
100057,Mentor,,
100069,Mentor,,
65078,Math,8,A
64418,Math,6,B
99579,English,7,I
100117,Mentor,,
91618,Electives,6,N/A
100079,Mentor,,
137549,Math,8,B-
100089,Mentor,,
65092,Math,8,A-
33653,Science,6,B
58248,English,7,A-
51173,World Language,11,N/A
125240,Electives,6,N/A
138968,Electives,6,I
130328,Electives,6,N/A
125244,Electives,6,N/A
137659,Science,7,C
58254,History,7,C+
147707,Electives,6,N/A
99591,English,7,I
130330,Electives,6,B
91622,Electives,6,N/A
130332,Electives,6,I
192072,Science,8,I
150108,Electives,6,N/A
192789,Science,8,I
50999,Science,8,A+
51011,Science,7,A+
99599,Math,6,I
100099,Mentor,,
100127,Mentor,,
100129,Mentor,,
100157,Mentor,,
100161,Mentor,,
100169,Mentor,,
100179,Mentor,,
100185,Mentor,,
100187,Mentor,,
125242,Electives,6,N/A
18347,Science,8,A+
53363,Science,7,I
99605,History,6,I
86345,Math,6,B
53459,English,6,N/A
65328,Math,7,B
51209,History,11,N/A
64422,Math,6,A+
64424,Math,6,A+
53379,Science,7,I
100197,Mentor,,
53401,Science,7,I
64434,Math,6,B
64444,Math,6,B+
99617,English,7,I
99635,English,7,I
64448,Math,6,I
99647,English,7,I
60491,English,9,I
60509,English,9,I
100217,Mentor,,
50347,Science,7,A+
11836,Science,7,I
100219,Mentor,,
53280,English,8,I
100225,Mentor,,
100227,Mentor,,
100235,Mentor,,
100243,Mentor,,
49637,English,9,A+
100303,Mentor,,
99907,Math,8,I
99909,Math,8,I
99717,Math,6,I
64542,Math,6,B
99677,English,7,I
99693,English,7,I
57222,English,8,B-
82477,Mentor,,
99715,History,6,I
100313,Mentor,,
82479,Mentor,,
82481,Mentor,,
99717,History,6,I
57224,English,6,I
57268,Math,6,I
57306,Math,8,B+
100315,Mentor,,
100317,Mentor,,
100325,Mentor,,
100255,Mentor,,
100257,Mentor,,
100265,Mentor,,
100277,Mentor,,
100289,Mentor,,
100301,Mentor,,
100339,Mentor,,
100347,Mentor,,
100349,Mentor,,
100375,Mentor,,
100385,Mentor,,
100403,Mentor,,
100409,Mentor,,
100411,Mentor,,
100453,Mentor,,
100467,Mentor,,
100469,Mentor,,
100483,Mentor,,
100561,Mentor,,
100563,Mentor,,
100579,Mentor,,
100601,Mentor,,
32630,Math,9,B+
137599,History,8,A-
196184,Science,10,I
54305,History,9,B
63177,History,6,A-
34191,Math,6,A-
80711,Math,7,C
99831,History,6,I
63179,History,6,A+
163828,English,7,I
86424,English,9,I
64620,Math,6,A-
38332,English,5,C+
34317,Math,6,I
75374,History,5,A+
183342,History,8,C
138886,Science,5,I
64580,Math,6,B
138890,English,7,I
99845,Science,5,I
37900,English,5,N/A
64930,History,8,A+
16183,Science,7,A
99831,Math,6,I
99881,English,7,I
183342,Mentor,,
164704,History,11,B+
63633,Science,8,B+
22679,World Language,10,C-
31628,English,6,B-
16873,Math,7,I
119786,English,8,I
151068,History,6,I
22679,Science,11,I
87026,Math,7,A-
193133,English,7,I
82485,Mentor,,
63195,History,6,B+
22649,Science,11,B
120146,English,8,I
151072,History,6,A-
38598,English,5,N/A
58206,Science,8,B
82487,Mentor,,
82489,Mentor,,
82491,Mentor,,
82493,Mentor,,
40250,English,5,N/A
100609,Mentor,,
38714,English,5,I
100603,Mentor,,
82837,Science,6,C
120776,English,8,I
100615,Mentor,,
100623,Mentor,,
100629,Mentor,,
100635,Mentor,,
100639,Mentor,,
100647,Mentor,,
152890,Science,6,I
64035,History,6,B
26375,Electives,10,N/A
17161,Electives,10,I
54575,English,10,I
63885,Math,7,B-
78363,Math,6,I
63233,History,6,B+
78329,Math,6,C+
63849,Math,7,I
151076,History,6,I
82497,Mentor,,
82499,Mentor,,
68240,English,8,I
151110,History,6,I
63855,Science,8,B
151186,History,6,A-
100653,Mentor,,
100659,Mentor,,
100661,Mentor,,
100669,Mentor,,
100685,Mentor,,
100689,Mentor,,
100699,Mentor,,
100713,Mentor,,
100749,Mentor,,
151362,History,6,A+
70495,History,6,I
82501,Mentor,,
177580,History,10,I
70471,History,6,I
100753,Mentor,,
100769,Mentor,,
70439,History,6,I
82503,Mentor,,
177580,English,10,I
82505,Mentor,,
100771,Mentor,,
82507,Mentor,,
100773,Mentor,,
151382,History,6,A-
100715,Mentor,,
100793,Mentor,,
100717,Mentor,,
100729,Mentor,,
100807,Mentor,,
100743,Mentor,,
100747,Mentor,,
100817,Mentor,,
100821,Mentor,,
100825,Mentor,,
100827,Mentor,,
100831,Mentor,,
100837,Mentor,,
100845,Mentor,,
100853,Mentor,,
100865,Mentor,,
100867,Mentor,,
100869,Mentor,,
100887,Mentor,,
100899,Mentor,,
100901,Mentor,,
100909,Mentor,,
100927,Mentor,,
100955,Mentor,,
100961,Mentor,,
100965,Mentor,,
20141,Math,8,A+
101225,Mentor,,
101055,Mentor,,
64954,Math,8,A
35566,Science,10,C
82509,Mentor,,
101067,Mentor,,
70637,History,6,I
82511,Mentor,,
151426,History,6,I
82513,Mentor,,
20476,Science,7,B+
151456,History,6,A+
151476,History,6,A
101075,Mentor,,
100967,Mentor,,
100995,Mentor,,
101005,Mentor,,
101013,Mentor,,
101023,Mentor,,
101025,Mentor,,
101035,Mentor,,
101037,Mentor,,
101049,Mentor,,
101089,Mentor,,
101093,Mentor,,
101111,Mentor,,
101113,Mentor,,
101127,Mentor,,
101139,Mentor,,
101149,Mentor,,
101155,Mentor,,
101157,Mentor,,
101159,Mentor,,
101169,Mentor,,
101177,Mentor,,
101191,Mentor,,
101197,Mentor,,
101221,Mentor,,
101263,Mentor,,
101279,Mentor,,
36653,Math,10,I
157834,English,7,I
20215,Math,8,B+
42858,Science,6,I
22693,Science,9,I
82515,Mentor,,
167445,Science,7,C+
72223,English,6,A+
101313,Mentor,,
160204,Science,8,I
82517,Mentor,,
20217,Math,8,I
36967,Science,9,I
82519,Mentor,,
101411,Mentor,,
101315,Mentor,,
101325,Mentor,,
101329,Mentor,,
72223,History,6,A+
160240,Science,8,I
101339,Mentor,,
20223,Science,8,A-
101351,Mentor,,
101355,Mentor,,
101377,Mentor,,
101379,Mentor,,
101393,Mentor,,
101441,Mentor,,
101447,Mentor,,
101467,Mentor,,
101469,Mentor,,
101479,Mentor,,
101497,Mentor,,
101535,Mentor,,
101547,Mentor,,
102021,Mentor,,
103615,Mentor,,
127253,Mentor,,
129776,Mentor,,
167851,Mentor,,
156734,Science,12,C
35484,Math,9,I
11554,Science,6,I
72295,English,6,A+
163696,English,6,I
132756,Science,9,B
130145,English,6,A-
125174,English,8,B
164446,English,7,A+
160320,Science,8,I
82521,Mentor,,
20313,Math,8,B
50605,English,7,A
36659,Math,10,A-
82523,Mentor,,
35464,Math,9,B+
156766,Science,12,I
82529,Mentor,,
22901,Science,9,I
72305,History,6,A-
163714,English,6,A
72337,English,7,A-
63689,History,7,C-
70631,History,6,I
163496,Math,9,B-
70216,English,5,A
63219,Math,6,B
17115,Math,10,I
17117,Math,10,I
63347,History,7,B-
16835,Math,7,I
70635,History,6,I
125206,English,8,I
50075,Science,8,B+
158692,English,7,B+
150278,Science,7,B-
70711,History,6,I
190894,Science,6,I
91194,English,6,I
48546,Math,7,A
160440,Science,8,I
160442,Science,8,I
49953,English,8,A+
16875,Math,7,I
160478,Science,8,I
177818,Electives,6,N/A
86249,Math,6,A-
70671,History,6,I
171557,English,7,I
91362,Math,6,I
81256,Math,6,I
75354,Math,6,A+
177816,Electives,6,I
160490,Science,8,I
104256,Math,5,I
84740,Math,9,B+
129935,History,7,A
81222,Math,7,I
91016,Electives,6,N/A
91016,English,6,I
11920,Science,7,B+
78257,Math,6,B
11700,Science,7,C
81270,Math,7,I
160494,Science,8,I
160912,Science,8,I
54401,History,9,I
92027,History,6,B
91362,English,6,I
45010,English,6,I
63185,History,6,I
17051,English,10,B+
45062,English,6,I
48538,English,7,I
17003,English,10,A+
47150,Math,7,B+
82809,Science,7,I
35556,English,9,I
17013,English,10,A-
164710,English,11,I
82535,Mentor,,
48530,History,8,I
45218,Math,8,I
82537,Mentor,,
82813,Science,7,I
45794,History,5,I
82543,Mentor,,
164716,English,11,I
50375,Math,7,I
82561,Mentor,,
82581,Mentor,,
190922,English,7,I
82583,Mentor,,
48598,English,7,A-
151009,Science,11,I
63209,History,6,B+
145109,Science,9,B-
25670,Science,9,B
94016,Math,7,C
145115,Science,9,C
177818,English,6,B+
164706,Science,11,I
84784,History,7,B+
164720,English,11,I
63179,English,6,A+
85086,Math,7,I
140278,Science,11,I
37055,Math,10,C
94100,Math,7,B+
82593,Mentor,,
47436,Math,7,C+
84832,Math,7,N/A
82595,Mentor,,
82599,Mentor,,
82601,Mentor,,
82605,Mentor,,
82609,Mentor,,
84784,Math,7,A
82611,Mentor,,
84836,History,7,I
82613,Mentor,,
164708,Science,11,I
177816,English,6,B
47178,Math,7,A
94138,English,6,A
94148,English,6,A+
85304,History,7,B-
17145,English,10,C-
193137,English,7,I
140648,English,10,I
85318,History,7,B
82615,Mentor,,
145357,Science,9,A
94262,History,6,B
63263,History,6,A+
85340,Math,7,I
82617,Mentor,,
82627,Mentor,,
82631,Mentor,,
145327,Science,9,B+
145445,Science,9,C+
63295,History,6,A+
139119,Math,6,A
140688,Science,11,I
82653,Mentor,,
48977,Math,8,I
35568,History,10,B+
74686,Science,9,B+
36609,Science,10,B-
82637,Mentor,,
36801,Math,10,B
157636,History,8,I
82815,Science,7,I
193125,English,8,I
74912,Science,9,B-
86708,English,9,I
63767,History,6,A
82817,Science,7,I
90668,Math,6,I
35566,English,10,B-
82649,Mentor,,
86712,English,9,I
82655,Mentor,,
157750,History,8,B+
82657,Mentor,,
82661,Mentor,,
82673,Mentor,,
82679,Mentor,,
145549,Science,9,A+
145603,Science,9,B-
122227,Math,7,B-
35566,History,10,B
50163,History,8,A+
64882,English,8,B-
131539,English,11,I
63175,History,6,I
82683,Mentor,,
165409,Math,9,I
97927,Science,6,I
122235,Math,7,C+
82903,Science,7,I
82905,Science,7,I
32454,Science,9,C-
32880,Science,9,I
16977,Science,10,I
82681,Mentor,,
116515,Math,7,I
82687,Mentor,,
82731,English,6,B+
82717,Mentor,,
82719,Mentor,,
64888,English,8,B
190875,English,7,I
190902,English,7,I
32896,Science,9,I
166032,Math,9,B
82721,Mentor,,
82723,Mentor,,
104066,Science,6,B-
166036,Math,9,A+
63273,English,6,A+
65104,English,8,B-
20181,English,7,I
158444,Science,7,C
54381,English,9,A+
63293,History,6,B+
82725,Mentor,,
167084,English,5,I
82727,Mentor,,
91004,Math,6,C+
86874,English,9,I
82729,Mentor,,
54503,History,9,B
32898,Science,9,I
32922,Science,9,I
32926,Science,9,C
36763,English,10,B-
67684,Math,9,A-
68399,History,6,I
109468,English,7,I
167445,English,7,C+
137537,History,7,B
137537,Science,7,C+
74092,Science,7,I
82735,Mentor,,
33793,Math,5,I
91062,Math,6,A
167459,English,7,I
17522,Science,9,N/A
174443,History,6,I
137533,Science,7,I
32944,Science,9,I
17530,Science,9,N/A
74092,History,7,I
74094,English,6,B-
32928,Science,9,C
82731,Mentor,,
34193,Math,5,I
33180,Science,9,I
33186,Science,9,I
34313,Math,5,I
109986,English,7,I
110142,English,7,I
68431,History,6,I
74096,Science,8,C
34343,Math,5,I
68435,History,6,I
82737,Mentor,,
82741,Mentor,,
82749,Mentor,,
87937,Science,9,C-
68443,History,6,I
196188,Science,10,I
7905,Math,10,I
110234,English,7,I
63867,English,7,B
33218,Science,9,I
80004,Math,7,B-
167363,English,10,I
17552,Science,9,B
72361,English,6,A+
98772,Electives,9,I
82751,Mentor,,
152608,Math,6,A
68461,History,6,I
151630,Math,6,A
74174,History,7,C-
74130,Science,8,C
34700,History,6,I
82909,Science,7,I
82753,Mentor,,
34740,History,6,I
34778,History,6,I
74196,English,6,C
82755,Mentor,,
33344,Science,9,I
88023,Science,9,I
33362,Science,9,I
33366,Science,9,I
82759,Mentor,,
33368,Science,9,I
82911,Science,7,I
107227,English,7,I
108638,English,7,I
45014,Science,6,A
51189,English,10,A
40696,English,6,I
74202,English,6,B-
168504,History,8,I
101559,English,8,I
88075,Science,9,I
44302,Science,9,B+
36621,Math,10,I
68493,History,6,I
78563,Math,6,C+
31308,Math,6,B
167403,English,10,I
82765,Mentor,,
11880,English,7,I
169802,English,7,I
44306,Science,9,A+
80084,Science,7,A
167417,English,9,I
45288,Science,6,I
16385,Math,7,I
82823,Mentor,,
74212,English,6,B
82825,Mentor,,
82827,Mentor,,
36955,Science,9,C-
149271,English,6,I
141542,Science,11,I
141546,Science,11,I
13575,Math,7,I
149273,English,6,I
17657,Science,9,I
51223,English,10,A+
13621,Math,7,I
51136,Math,6,I
13627,Math,7,I
82829,Mentor,,
82831,Mentor,,
43752,Science,11,A
152834,English,6,B-
152848,History,6,A-
72023,English,8,A+
65218,Math,8,A+
43850,Science,11,A
13831,Math,7,I
17671,Science,9,I
78077,Math,6,C
13845,Math,7,I
168847,History,7,I
171540,Science,8,I
65870,Math,8,A
88881,Science,9,I
168012,Science,5,I
19558,Math,7,A
81645,Science,7,C
54035,World Language,9,B
88911,Science,9,I
64874,Math,8,B
43906,Science,11,A-
57316,Science,6,I
57224,Science,6,I
55135,Math,8,B+
13673,Math,7,I
86383,Math,6,B
43960,Science,11,B-
14145,Science,8,A+
14163,Math,7,I
57338,Science,6,A-
44268,Science,11,A
14593,Math,7,I
17721,Science,9,B+
48196,Math,7,I
82833,Mentor,,
43930,Math,10,I
37671,Science,5,B
37681,Science,5,B
82837,Mentor,,
167814,History,10,I
89153,Science,9,I
137655,Science,7,C
82839,Mentor,,
82915,Science,7,I
90351,Math,8,A-
23046,Science,9,B-
14651,Math,7,I
14681,Math,7,I
82841,Mentor,,
36294,English,8,A-
82845,Mentor,,
82849,Mentor,,
82917,Science,7,I
89155,Science,9,I
37545,Science,5,B-
37597,Science,5,B
82593,Math,6,I
86287,Math,6,B+
82853,Mentor,,
37441,Science,5,B+
15155,Math,7,I
168098,Science,8,I
156836,Science,12,I
72169,Science,6,I
36487,English,11,C+
82833,Math,6,C
164718,History,11,I
78712,Science,9,I
15167,Math,7,I
90451,Math,7,A-
82851,Mentor,,
14345,Math,8,I
37547,Science,5,B-
82855,Mentor,,
82857,Mentor,,
82861,Mentor,,
164730,History,11,B-
37393,Science,5,B-
83079,Math,6,I
83184,Math,6,C
37129,Science,5,C+
74514,History,10,C
83900,Math,6,B
82415,English,6,C+
78953,Science,9,C+
168286,Science,8,I
82863,Mentor,,
83297,Math,6,C+
55234,Math,8,A+
168302,Science,8,I
82865,Mentor,,
82445,English,6,I
53383,Math,7,I
82867,Mentor,,
53435,Math,7,I
55242,Math,8,A-
69548,English,9,I
37629,Science,5,A-
171533,Math,6,A-
82461,English,6,I
171533,Science,6,B+
11688,Science,5,I
38438,Science,5,B+
83946,Math,6,A+
170724,History,6,A-
16789,Math,7,I
45286,History,5,I
64073,History,7,B
65464,Math,7,A-
90211,History,8,A-
96871,Science,6,A
82881,English,6,B
97441,Science,6,I
63875,History,7,A+
26724,Math,12,I
170818,History,6,I
28553,Math,12,I
35376,History,10,B+
90375,English,7,A+
79314,Science,9,C-
45506,History,5,I
35388,History,10,A-
90575,Math,8,B+
82871,Mentor,,
47246,History,7,A
83138,Science,7,I
30499,Math,12,I
97445,Science,6,I
82881,Mentor,,
82883,Mentor,,
82885,Mentor,,
167698,English,10,A-
90323,History,8,B
73353,Electives,9,I
131489,Science,10,I
43470,Science,12,B-
96811,History,8,I
73912,English,6,C+
65528,Math,7,A
90794,Math,6,B
61183,Science,7,N/A
137211,History,8,A
184809,Math,7,C+
104168,English,6,A+
58316,English,7,B+
190878,Science,7,I
35398,History,10,B
17037,History,10,I
82469,English,6,A-
82891,Mentor,,
82893,Mentor,,
82601,English,6,I
190949,English,10,I
82897,Mentor,,
82899,Mentor,,
35466,History,10,I
101769,History,8,B
75360,Math,6,A
39779,Math,7,I
7890,Math,10,I
75390,Math,6,I
167808,Science,11,I
157736,History,8,I
35562,Electives,10,I
170822,History,6,I
82727,English,6,B
82913,Mentor,,
82723,English,6,B
104206,English,5,I
101756,Math,7,I
82947,Mentor,,
101750,Science,7,I
170840,History,6,I
82949,Mentor,,
82951,Mentor,,
101767,English,7,I
82953,Mentor,,
74828,English,10,I
170850,History,6,I
82765,English,6,B
73848,Math,7,C
54559,Math,10,I
170656,English,7,I
157532,History,8,A
73840,Math,7,I
82955,Mentor,,
75436,Math,6,A
86758,Science,9,I
40698,Science,6,I
82849,English,6,I
31234,History,6,B
82957,Mentor,,
82959,Mentor,,
82961,Mentor,,
73860,Math,8,A-
61237,Science,7,N/A
82851,English,6,B+
82857,English,6,B
82865,English,6,I
22727,Science,11,A-
82953,English,6,I
82959,English,6,I
82963,Mentor,,
118556,Math,7,I
118922,Math,7,I
22833,Science,11,A
133760,Electives,9,I
82965,Mentor,,
82971,Mentor,,
82973,Mentor,,
82975,Mentor,,
79932,History,7,B
73880,Math,7,B+
96563,Math,6,I
137411,Math,6,B
34433,Math,5,I
118712,Math,7,I
133762,Electives,9,I
33827,Math,5,I
33853,Math,5,I
79934,English,7,B-
73884,Math,7,I
140998,Science,9,I
96567,Math,6,I
50753,History,7,C+
150233,Mentor,,
141330,Science,9,I
82955,English,6,C
150237,Mentor,,
150239,Mentor,,
150241,Mentor,,
159379,Mentor,,
141478,Science,9,I
141506,English,9,I
19528,Math,7,A+
141734,Science,9,I
96581,Math,6,I
143112,Mentor,,
142572,Science,9,I
76998,Math,9,C+
60365,Science,10,I
34359,Math,5,I
142702,Science,9,I
143228,Mentor,,
124100,English,7,I
34367,Math,5,I
142966,History,9,I
16973,English,10,I
96015,Math,6,I
96583,Math,6,I
96647,Math,6,I
96651,Math,6,I
143264,Mentor,,
143310,Mentor,,
143316,Mentor,,
143264,Science,9,I
83216,Science,6,I
85042,Math,8,C+
49147,Math,10,I
96703,Math,6,N/A
82931,Science,7,I
82977,Mentor,,
82983,English,6,I
143388,Mentor,,
143396,Mentor,,
83049,English,6,B
143680,English,9,I
143680,Science,9,I
143402,Mentor,,
40698,History,6,I
41178,Science,6,I
82981,Mentor,,
82983,Mentor,,
96717,Math,6,I
96739,Math,6,I
143474,Mentor,,
103820,Science,9,C-
102026,English,9,I
73561,World Language,9,B+
53385,Math,7,N/A
72011,Science,8,A+
82985,Mentor,,
20157,Electives,8,N/A
147592,Electives,8,N/A
152854,English,6,A
36603,Math,10,I
49723,Math,10,I
166196,Mentor,,
33797,Math,5,I
159353,Math,7,I
96769,Math,6,I
92011,English,6,I
33805,Math,5,I
166839,Science,6,I
39175,Science,9,I
33829,Math,5,I
103984,Math,6,I
82987,Mentor,,
82989,Mentor,,
82999,Mentor,,
152666,Science,6,B+
124962,Math,9,I
132868,Science,9,B-
95357,Math,6,I
83107,English,6,I
83180,English,6,I
147506,Electives,8,N/A
35301,Math,5,I
36373,Math,9,B
72021,English,8,A
91222,English,6,A-
124419,Math,8,I
36699,English,10,B
83007,Mentor,,
72033,Science,8,B+
96131,History,7,I
83176,English,6,C+
36421,History,11,A+
171400,Science,8,I
83009,Mentor,,
33837,Math,5,I
79988,History,7,B-
83184,English,6,B
152672,Science,6,B
152674,Science,6,I
33861,Math,5,I
34407,Math,5,I
83015,Mentor,,
83043,Mentor,,
83045,Mentor,,
83047,Mentor,,
33901,Math,5,I
86442,History,9,C
72081,English,7,A-
132912,Science,9,I
92648,Math,6,C-
96389,History,7,I
83210,English,6,I
82535,Math,6,B
40586,Math,6,I
147536,English,6,B+
152860,Science,6,A
83230,English,6,B
125298,History,6,I
86650,History,9,I
45012,Science,6,A+
96373,History,7,I
92550,Math,6,C
104366,History,7,I
75618,Math,6,A+
83049,Mentor,,
83053,Mentor,,
83055,Mentor,,
83057,Mentor,,
83059,Mentor,,
129830,Math,9,I
33903,Math,5,I
33905,Math,5,I
86442,Science,9,I
86650,Science,9,I
117288,Math,9,I
133621,Science,6,A
137739,History,8,C-
72099,Science,7,A+
171563,English,6,I
72101,Science,7,A-
83061,Mentor,,
170734,History,7,A
20034,World Language,10,B
20219,Science,8,A+
82821,English,7,I
74964,World Language,10,A-
92324,Math,7,C
47390,Math,7,A
96425,History,7,I
147646,English,6,A+
72087,English,7,A
83067,Mentor,,
82929,English,7,I
83069,Mentor,,
132836,Science,6,A+
72103,Science,7,A+
103500,English,9,B-
104102,English,6,A+
75036,World Language,10,B-
99539,Math,8,I
54531,History,9,I
132605,English,7,I
99379,Math,8,I
190898,English,7,I
99589,Math,8,I
75046,World Language,10,C+
86760,Science,9,I
96863,English,6,B-
102878,English,9,B
99701,Math,8,I
83071,Mentor,,
75054,World Language,10,A-
83073,Mentor,,
55169,Science,8,B
72105,Science,7,A+
132621,English,7,I
86868,Science,9,I
160284,English,8,I
83075,Mentor,,
50507,History,7,I
129689,Math,7,I
118376,Math,7,I
99911,Math,8,I
53361,Science,7,A-
11626,History,6,A-
83079,Mentor,,
72083,Science,7,A-
190918,English,7,I
132772,Math,9,A+
121156,Math,8,I
83083,Mentor,,
83085,Mentor,,
57412,Mentor,,
57414,Mentor,,
57416,Mentor,,
39195,Math,9,I
57418,Mentor,,
57422,Mentor,,
133430,Math,8,I
